id;Genero;Edad;Pasajero_frecuente;Tipo_viaje;Clase;Distancia_volada;Comodidad;Servicio_a_bordo;Demora_despegue;Satisfaccion
88456;M;56;SI;Negocios;Business;2173;3;4;0;satisfecho
33416;F;23;SI;Negocios;Eco;2399;3;5;0;satisfecho
57774;F;42;SI;Negocios;Business;2704;5;5;0;satisfecho
92446;M;48;NO;Negocios;Business;2092;5;4;8;neutral o insatisfecho
99223;F;47;SI;Negocios;Business;3748;5;4;4;satisfecho
58567;F;20;SI;Negocios;Business;1186;5;3;5;satisfecho
99783;F;22;NO;Negocios;Eco;584;4;4;5;neutral o insatisfecho
92008;F;24;NO;Negocios;Eco;1517;3;3;13;neutral o insatisfecho
5236;M;59;SI;Negocios;Business;3912;5;5;125;satisfecho
46869;F;35;SI;Negocios;Eco;844;5;3;32;satisfecho
67779;M;60;SI;Negocios;Business;3352;4;3;0;neutral o insatisfecho
92607;F;48;SI;Vacaciones;Eco;2218;4;2;0;neutral o insatisfecho
92451;F;18;SI;Negocios;Business;2139;3;2;0;neutral o insatisfecho
118408;M;36;NO;Negocios;Business;368;2;4;0;neutral o insatisfecho
32902;M;53;SI;Vacaciones;Eco;102;3;3;7;neutral o insatisfecho
78017;F;38;SI;Negocios;Eco;214;3;3;0;neutral o insatisfecho
13594;F;58;SI;Vacaciones;Eco;152;4;1;0;neutral o insatisfecho
59298;M;33;SI;Vacaciones;Business;2367;2;3;64;neutral o insatisfecho
19767;F;48;SI;Vacaciones;Eco Plus;779;1;3;219;neutral o insatisfecho
112552;F;19;SI;Negocios;Eco Plus;909;1;4;50;neutral o insatisfecho
21008;M;25;SI;Vacaciones;Eco Plus;851;2;5;0;neutral o insatisfecho
18740;M;26;NO;Negocios;Business;1167;4;1;0;neutral o insatisfecho
116670;F;42;SI;Negocios;Business;3674;5;5;0;satisfecho
87919;F;22;NO;Negocios;Business;594;5;5;0;satisfecho
9165;M;57;SI;Vacaciones;Eco;946;3;2;0;neutral o insatisfecho
3882;M;42;SI;Negocios;Business;213;4;1;59;neutral o insatisfecho
88616;M;22;SI;Vacaciones;Eco;271;5;1;0;neutral o insatisfecho
36031;F;73;SI;Negocios;Business;1765;3;4;0;satisfecho
82735;F;29;NO;Negocios;Business;409;5;5;0;satisfecho
95591;F;53;SI;Negocios;Business;3384;4;5;37;satisfecho
28391;M;55;SI;Vacaciones;Eco;763;2;5;0;neutral o insatisfecho
22369;M;45;SI;Negocios;Business;3000;3;1;120;neutral o insatisfecho
108261;M;53;SI;Negocios;Business;2537;4;4;29;satisfecho
71149;F;42;SI;Negocios;Business;1906;5;4;28;satisfecho
85978;M;29;SI;Negocios;Business;528;4;4;0;satisfecho
122324;M;51;SI;Negocios;Eco Plus;544;2;1;0;neutral o insatisfecho
2711;M;53;SI;Vacaciones;Eco;562;3;5;0;neutral o insatisfecho
87709;M;61;SI;Vacaciones;Eco;606;1;5;70;neutral o insatisfecho
25640;M;50;SI;Vacaciones;Eco;666;5;1;6;neutral o insatisfecho
16719;M;58;SI;Negocios;Eco Plus;284;5;3;60;satisfecho
27541;F;66;SI;Vacaciones;Eco;605;4;5;0;neutral o insatisfecho
122184;M;43;SI;Negocios;Business;3984;4;2;7;satisfecho
12928;F;45;SI;Vacaciones;Eco;794;4;5;338;neutral o insatisfecho
110236;M;18;NO;Negocios;Eco;1147;3;4;0;neutral o insatisfecho
95972;M;39;SI;Negocios;Business;583;5;5;11;satisfecho
2076;F;42;SI;Negocios;Eco;812;2;5;39;satisfecho
94890;M;43;NO;Negocios;Eco;239;5;3;2;neutral o insatisfecho
27367;F;25;NO;Negocios;Eco;1050;2;4;0;satisfecho
88037;M;31;SI;Negocios;Business;3502;4;5;26;satisfecho
98932;F;55;SI;Negocios;Business;3678;2;4;9;neutral o insatisfecho
23574;F;29;SI;Vacaciones;Eco;1015;5;4;32;neutral o insatisfecho
91329;F;20;NO;Negocios;Eco;406;1;2;0;neutral o insatisfecho
117072;M;73;SI;Negocios;Eco;325;1;2;1;neutral o insatisfecho
73246;F;26;SI;Negocios;Business;3986;4;4;0;satisfecho
100176;M;38;SI;Vacaciones;Eco;717;2;2;6;neutral o insatisfecho
46502;F;35;NO;Negocios;Eco;73;3;1;31;neutral o insatisfecho
2932;F;37;SI;Vacaciones;Eco;806;2;2;0;neutral o insatisfecho
126660;F;64;SI;Vacaciones;Eco;602;4;3;0;neutral o insatisfecho
100555;F;60;SI;Vacaciones;Eco Plus;759;4;1;0;satisfecho
93791;M;50;NO;Negocios;Business;1259;2;3;0;neutral o insatisfecho
2722;F;56;SI;Negocios;Business;2645;5;4;227;satisfecho
95264;F;46;SI;Vacaciones;Eco;187;4;5;0;neutral o insatisfecho
107392;M;25;NO;Negocios;Business;523;4;4;0;neutral o insatisfecho
10582;M;37;SI;Negocios;Business;3217;5;5;0;satisfecho
34675;F;51;SI;Negocios;Eco;264;1;4;0;satisfecho
57193;M;29;SI;Negocios;Business;1514;5;3;5;satisfecho
90431;F;38;SI;Negocios;Business;545;5;5;0;satisfecho
4729;F;44;SI;Negocios;Business;2171;5;4;83;satisfecho
110402;M;42;SI;Negocios;Eco;883;2;4;44;neutral o insatisfecho
56956;M;51;SI;Negocios;Business;2425;1;1;4;neutral o insatisfecho
45802;M;46;SI;Negocios;Eco;391;2;2;0;satisfecho
78259;F;20;SI;Negocios;Business;2783;3;3;0;neutral o insatisfecho
113114;M;60;SI;Vacaciones;Eco;543;2;4;34;neutral o insatisfecho
108498;M;41;SI;Negocios;Business;287;5;4;0;satisfecho
54092;F;31;SI;Vacaciones;Eco;1416;5;3;0;neutral o insatisfecho
120578;M;35;SI;Negocios;Business;2231;4;4;0;satisfecho
23026;M;54;SI;Negocios;Business;1080;5;5;0;satisfecho
101770;F;26;NO;Negocios;Business;1521;2;4;0;satisfecho
23251;M;34;SI;Negocios;Business;783;2;3;0;satisfecho
51684;M;25;SI;Negocios;Business;493;3;1;0;neutral o insatisfecho
90354;M;42;SI;Negocios;Business;406;5;5;0;satisfecho
32800;F;65;SI;Negocios;Business;2197;4;5;3;satisfecho
128288;M;56;SI;Negocios;Business;3622;4;3;14;satisfecho
42505;F;66;SI;Vacaciones;Eco;541;4;5;0;neutral o insatisfecho
62223;F;68;SI;Vacaciones;Eco;2565;3;3;0;satisfecho
88049;M;31;SI;Negocios;Business;1639;3;5;1;satisfecho
40618;F;34;SI;Vacaciones;Eco;391;2;4;0;neutral o insatisfecho
28693;M;46;SI;Negocios;Business;2182;3;5;0;satisfecho
46460;M;56;SI;Negocios;Business;125;4;5;19;satisfecho
96893;F;69;SI;Vacaciones;Eco;1105;4;4;20;neutral o insatisfecho
123673;M;58;SI;Negocios;Business;1614;3;2;0;neutral o insatisfecho
24031;F;43;SI;Negocios;Eco;427;5;5;1;satisfecho
69879;F;27;SI;Negocios;Business;2248;2;5;0;satisfecho
82212;M;49;SI;Negocios;Business;405;5;4;0;satisfecho
70140;F;69;SI;Vacaciones;Eco;460;3;1;0;satisfecho
62720;F;25;SI;Negocios;Business;2486;5;5;0;satisfecho
119591;F;43;SI;Negocios;Business;1979;4;4;0;neutral o insatisfecho
61784;F;64;SI;Vacaciones;Eco;1635;4;3;3;neutral o insatisfecho
33790;F;33;SI;Vacaciones;Eco;588;4;3;0;neutral o insatisfecho
40969;F;36;SI;Vacaciones;Eco;507;4;1;0;neutral o insatisfecho
19584;M;56;SI;Vacaciones;Eco;160;1;1;29;neutral o insatisfecho
18807;M;41;SI;Negocios;Eco;448;5;5;0;satisfecho
54874;F;22;SI;Negocios;Eco;862;1;3;23;neutral o insatisfecho
99704;F;43;SI;Negocios;Business;2026;4;1;14;neutral o insatisfecho
70564;F;30;NO;Negocios;Eco;858;3;3;0;neutral o insatisfecho
91135;F;51;SI;Vacaciones;Eco;406;5;5;6;neutral o insatisfecho
88964;M;25;NO;Negocios;Eco;1199;5;4;6;satisfecho
126059;F;41;SI;Negocios;Business;3615;5;5;0;satisfecho
12577;F;26;NO;Negocios;Eco;542;4;5;13;satisfecho
67739;M;49;SI;Negocios;Business;1205;3;4;0;neutral o insatisfecho
111707;F;54;SI;Negocios;Eco;495;4;1;56;neutral o insatisfecho
76938;F;41;SI;Negocios;Business;1727;5;5;0;satisfecho
44143;M;53;SI;Vacaciones;Eco;98;3;4;45;neutral o insatisfecho
91703;M;41;SI;Negocios;Business;2486;4;4;0;satisfecho
101975;M;58;SI;Vacaciones;Eco;628;5;4;17;neutral o insatisfecho
66130;F;55;SI;Vacaciones;Eco;583;4;5;69;neutral o insatisfecho
788;F;30;NO;Negocios;Business;89;2;4;9;neutral o insatisfecho
66262;M;34;SI;Vacaciones;Eco;550;3;3;0;neutral o insatisfecho
102219;M;23;NO;Negocios;Business;407;4;4;38;satisfecho
8382;M;61;SI;Vacaciones;Eco;701;4;5;0;neutral o insatisfecho
19201;F;29;SI;Vacaciones;Eco;542;5;2;0;neutral o insatisfecho
34752;F;27;NO;Negocios;Eco;264;3;3;0;neutral o insatisfecho
57291;M;28;SI;Vacaciones;Eco Plus;628;4;2;0;satisfecho
126462;M;51;SI;Negocios;Business;1849;5;4;0;satisfecho
13471;M;31;SI;Negocios;Eco Plus;409;5;5;7;satisfecho
53183;F;39;SI;Negocios;Eco;589;4;4;31;satisfecho
78724;F;37;SI;Negocios;Business;2130;4;5;21;satisfecho
112529;F;60;SI;Vacaciones;Eco;957;4;2;118;neutral o insatisfecho
100739;M;42;SI;Negocios;Eco;328;2;4;28;neutral o insatisfecho
22032;F;30;SI;Vacaciones;Eco Plus;503;2;4;0;neutral o insatisfecho
121059;F;46;SI;Vacaciones;Eco;992;5;5;0;neutral o insatisfecho
56983;M;33;SI;Vacaciones;Eco;2565;2;2;0;neutral o insatisfecho
32847;M;49;SI;Vacaciones;Eco;101;2;2;0;neutral o insatisfecho
109748;F;40;SI;Vacaciones;Eco;534;1;5;0;neutral o insatisfecho
16647;M;46;SI;Negocios;Business;3771;3;4;9;satisfecho
19654;M;20;NO;Negocios;Eco;363;4;4;0;neutral o insatisfecho
57042;M;67;SI;Vacaciones;Business;2133;3;4;23;neutral o insatisfecho
4357;M;39;SI;Negocios;Business;2142;5;4;0;satisfecho
14710;M;61;SI;Vacaciones;Eco;419;2;3;0;neutral o insatisfecho
66404;F;55;SI;Negocios;Eco;1562;3;2;0;neutral o insatisfecho
85325;F;68;SI;Vacaciones;Eco;813;3;2;1;neutral o insatisfecho
73344;F;47;SI;Negocios;Business;1182;3;2;11;neutral o insatisfecho
81368;M;46;SI;Negocios;Business;1671;4;5;0;satisfecho
103834;F;22;SI;Negocios;Eco;1048;1;4;18;neutral o insatisfecho
38492;M;48;SI;Negocios;Eco;2475;1;2;8;satisfecho
39324;F;35;SI;Negocios;Eco Plus;67;4;1;4;satisfecho
119949;M;56;SI;Negocios;Business;2934;4;4;0;satisfecho
110172;F;42;SI;Vacaciones;Eco;979;4;1;46;neutral o insatisfecho
83923;M;28;NO;Negocios;Business;321;5;3;12;neutral o insatisfecho
79424;F;57;SI;Vacaciones;Eco;502;5;4;0;neutral o insatisfecho
115742;M;44;SI;Negocios;Business;1736;5;5;0;satisfecho
81428;M;32;SI;Vacaciones;Eco;393;3;4;0;neutral o insatisfecho
52948;M;53;SI;Negocios;Eco;1048;4;2;9;satisfecho
20039;F;33;SI;Negocios;Business;1948;4;3;0;neutral o insatisfecho
60346;F;49;SI;Vacaciones;Eco;1024;4;5;7;neutral o insatisfecho
122314;F;30;SI;Negocios;Business;541;5;5;52;satisfecho
17438;M;35;SI;Vacaciones;Eco;376;2;4;0;neutral o insatisfecho
544;M;30;SI;Negocios;Business;3904;3;3;0;satisfecho
120002;F;55;SI;Negocios;Business;328;4;5;0;satisfecho
59031;F;23;SI;Negocios;Business;1846;3;2;9;neutral o insatisfecho
87570;F;33;SI;Negocios;Business;432;5;5;0;satisfecho
73736;F;63;SI;Vacaciones;Eco;192;4;1;0;neutral o insatisfecho
59257;M;66;SI;Vacaciones;Eco;3904;1;3;1;neutral o insatisfecho
123028;M;22;NO;Negocios;Eco;468;1;5;0;satisfecho
49306;M;37;SI;Negocios;Eco;421;4;1;0;satisfecho
88672;F;44;SI;Vacaciones;Eco;444;4;2;10;neutral o insatisfecho
36476;M;65;SI;Negocios;Business;3509;2;3;0;neutral o insatisfecho
105529;F;22;NO;Negocios;Eco;611;3;5;0;neutral o insatisfecho
101687;F;37;NO;Negocios;Business;1500;3;4;0;satisfecho
1206;M;27;SI;Vacaciones;Eco;354;1;3;16;neutral o insatisfecho
125904;F;59;SI;Vacaciones;Eco;951;4;2;0;neutral o insatisfecho
93722;F;40;SI;Negocios;Business;2912;3;1;0;neutral o insatisfecho
96739;F;39;SI;Negocios;Business;2549;4;5;29;satisfecho
33404;M;26;SI;Negocios;Eco;2349;3;4;0;satisfecho
28674;M;22;SI;Negocios;Business;2797;4;3;0;satisfecho
104687;F;61;SI;Negocios;Eco;159;4;2;0;neutral o insatisfecho
104896;M;40;SI;Negocios;Business;1565;4;2;14;neutral o insatisfecho
13211;M;28;NO;Negocios;Business;468;4;4;0;neutral o insatisfecho
5647;M;49;SI;Vacaciones;Business;299;3;3;0;neutral o insatisfecho
93742;F;41;SI;Negocios;Business;3600;4;4;0;satisfecho
56739;F;43;SI;Vacaciones;Eco;1023;4;3;0;neutral o insatisfecho
91893;F;48;SI;Negocios;Business;2475;4;4;0;satisfecho
95666;F;23;NO;Negocios;Eco;1131;5;5;57;neutral o insatisfecho
69134;M;50;SI;Negocios;Business;2248;4;5;0;satisfecho
107892;M;56;NO;Negocios;Business;461;4;3;31;neutral o insatisfecho
79137;F;52;SI;Negocios;Business;2692;5;5;0;satisfecho
78278;M;24;NO;Negocios;Business;1598;1;5;2;satisfecho
126139;M;27;SI;Negocios;Business;3014;2;4;0;neutral o insatisfecho
91932;F;38;SI;Negocios;Business;2475;3;4;13;neutral o insatisfecho
112120;F;57;SI;Negocios;Business;1755;4;4;0;satisfecho
98779;M;50;SI;Negocios;Business;3376;4;3;26;satisfecho
56751;F;59;SI;Negocios;Business;2484;5;5;0;satisfecho
35342;F;47;SI;Negocios;Business;2668;4;5;0;satisfecho
17;F;48;SI;Vacaciones;Eco;821;1;5;0;neutral o insatisfecho
116838;F;21;NO;Negocios;Business;370;2;3;0;satisfecho
109153;M;55;SI;Negocios;Business;612;5;4;13;satisfecho
107923;F;42;SI;Negocios;Business;611;5;4;0;satisfecho
28487;F;29;SI;Negocios;Business;1739;1;2;6;neutral o insatisfecho
84016;F;58;SI;Vacaciones;Eco;321;3;3;0;neutral o insatisfecho
95739;F;37;SI;Negocios;Business;3886;3;3;18;neutral o insatisfecho
43399;M;51;SI;Vacaciones;Eco;347;2;3;0;satisfecho
103377;M;66;SI;Negocios;Business;1640;5;1;4;satisfecho
65887;M;52;SI;Negocios;Business;2296;4;3;0;satisfecho
62145;F;34;SI;Negocios;Business;2565;5;5;0;satisfecho
32676;F;36;SI;Negocios;Business;101;4;4;0;neutral o insatisfecho
50562;M;56;SI;Vacaciones;Eco;86;4;4;0;neutral o insatisfecho
5362;F;20;SI;Negocios;Business;2037;4;3;0;satisfecho
20466;M;60;SI;Vacaciones;Eco;84;3;4;0;satisfecho
111997;M;39;SI;Negocios;Business;2700;4;3;1;satisfecho
53303;M;38;NO;Negocios;Eco;411;1;2;119;neutral o insatisfecho
92175;F;48;SI;Negocios;Business;2079;4;4;291;satisfecho
72810;M;26;NO;Negocios;Business;1045;1;5;0;neutral o insatisfecho
78346;M;20;SI;Vacaciones;Eco;1547;2;4;0;neutral o insatisfecho
69030;M;51;SI;Negocios;Business;1389;4;4;0;satisfecho
25818;F;57;SI;Vacaciones;Eco;1747;4;1;5;neutral o insatisfecho
15978;F;52;SI;Negocios;Business;1570;5;3;25;satisfecho
83571;M;55;SI;Negocios;Business;936;3;1;0;neutral o insatisfecho
80876;M;29;SI;Vacaciones;Eco;484;2;1;11;neutral o insatisfecho
45188;M;50;SI;Negocios;Business;1437;1;5;91;satisfecho
59757;F;36;NO;Negocios;Business;895;1;3;0;neutral o insatisfecho
94770;F;60;SI;Negocios;Business;239;5;2;2;satisfecho
26930;F;39;SI;Vacaciones;Eco;1660;1;3;0;neutral o insatisfecho
23419;F;38;SI;Vacaciones;Eco;541;1;5;114;neutral o insatisfecho
45672;M;37;SI;Negocios;Eco;826;4;3;37;satisfecho
26380;M;64;SI;Vacaciones;Eco;991;1;3;0;neutral o insatisfecho
107659;F;50;SI;Negocios;Business;1771;4;4;7;satisfecho
66205;M;39;SI;Negocios;Eco;460;1;1;0;neutral o insatisfecho
101557;F;51;SI;Negocios;Business;3313;4;1;0;satisfecho
100684;F;23;SI;Negocios;Eco;889;2;3;12;neutral o insatisfecho
8976;M;53;SI;Negocios;Business;2214;5;5;0;satisfecho
47599;F;20;NO;Negocios;Eco;1428;1;3;0;neutral o insatisfecho
34716;M;56;SI;Negocios;Eco;264;5;4;172;satisfecho
90691;M;47;SI;Negocios;Business;3560;4;5;3;satisfecho
70297;F;59;SI;Vacaciones;Eco;852;5;4;2;neutral o insatisfecho
74007;F;65;SI;Vacaciones;Eco;1972;4;3;0;neutral o insatisfecho
6885;M;46;SI;Negocios;Business;3538;5;5;2;satisfecho
68499;M;41;SI;Vacaciones;Eco;1303;5;3;0;neutral o insatisfecho
13823;M;41;SI;Negocios;Eco;628;5;5;10;satisfecho
94970;F;21;NO;Negocios;Eco;319;1;3;13;satisfecho
49382;F;36;NO;Negocios;Eco;337;4;1;1;neutral o insatisfecho
95446;M;54;SI;Negocios;Business;2011;5;5;11;satisfecho
126796;F;59;SI;Negocios;Business;2077;5;4;0;satisfecho
3499;M;69;SI;Vacaciones;Eco;1080;3;3;0;neutral o insatisfecho
65850;F;47;SI;Negocios;Eco;991;4;3;19;neutral o insatisfecho
82348;M;44;SI;Negocios;Eco;201;5;3;0;neutral o insatisfecho
36879;M;23;SI;Negocios;Business;3017;3;3;8;satisfecho
2777;F;57;SI;Negocios;Business;2054;4;5;0;satisfecho
118422;M;20;NO;Negocios;Eco;646;2;3;0;satisfecho
120536;M;43;SI;Negocios;Business;2176;3;4;0;neutral o insatisfecho
128505;M;49;SI;Vacaciones;Eco;338;3;4;1;neutral o insatisfecho
30592;F;31;SI;Negocios;Eco Plus;628;4;1;0;satisfecho
29878;F;36;NO;Negocios;Eco;234;4;3;0;neutral o insatisfecho
44814;M;47;SI;Vacaciones;Eco;802;3;2;65;neutral o insatisfecho
78965;M;41;SI;Negocios;Business;2946;5;5;10;satisfecho
13537;F;24;NO;Negocios;Eco;152;5;2;0;satisfecho
24656;F;47;SI;Negocios;Business;834;2;2;15;neutral o insatisfecho
55599;M;56;SI;Negocios;Business;2773;5;5;0;satisfecho
114580;M;60;SI;Negocios;Business;3162;4;4;0;satisfecho
92134;M;50;SI;Vacaciones;Eco;1522;3;4;0;neutral o insatisfecho
20145;M;47;SI;Negocios;Business;1740;4;4;31;satisfecho
39979;M;19;NO;Negocios;Eco;1404;2;1;40;neutral o insatisfecho
40727;F;33;NO;Negocios;Eco;599;3;1;0;neutral o insatisfecho
46481;F;46;SI;Vacaciones;Business;73;5;1;17;neutral o insatisfecho
89102;F;22;SI;Negocios;Business;1919;3;3;10;satisfecho
121021;M;44;SI;Vacaciones;Eco;920;4;3;14;neutral o insatisfecho
4208;F;24;NO;Negocios;Business;888;3;3;0;satisfecho
85662;F;21;NO;Negocios;Business;903;3;5;82;satisfecho
60385;F;52;SI;Negocios;Business;1452;5;5;1;satisfecho
33540;M;60;SI;Negocios;Business;3470;3;1;0;neutral o insatisfecho
64687;F;49;SI;Negocios;Business;224;5;5;46;satisfecho
15807;M;45;SI;Vacaciones;Eco;246;4;1;0;neutral o insatisfecho
72628;M;64;SI;Vacaciones;Eco;1121;2;5;0;neutral o insatisfecho
91728;F;45;SI;Negocios;Business;588;5;2;0;satisfecho
69297;M;54;SI;Vacaciones;Eco Plus;733;1;3;0;neutral o insatisfecho
28320;F;43;SI;Negocios;Eco;867;2;5;18;satisfecho
32388;F;55;SI;Negocios;Eco;101;2;4;0;satisfecho
26542;M;68;SI;Vacaciones;Eco;990;4;4;78;neutral o insatisfecho
64611;M;57;SI;Negocios;Business;551;5;5;0;satisfecho
62710;F;56;SI;Negocios;Business;2556;4;4;2;satisfecho
21504;F;41;SI;Vacaciones;Eco;433;4;5;23;neutral o insatisfecho
60124;F;29;SI;Negocios;Business;2410;4;4;12;neutral o insatisfecho
129255;M;27;SI;Vacaciones;Eco;1504;1;5;0;neutral o insatisfecho
14243;M;43;SI;Negocios;Eco;1027;4;1;10;satisfecho
90698;F;36;NO;Negocios;Business;646;4;5;0;neutral o insatisfecho
80263;F;66;SI;Vacaciones;Business;488;3;4;0;neutral o insatisfecho
42628;F;31;SI;Negocios;Business;1565;2;1;62;neutral o insatisfecho
67259;M;68;SI;Vacaciones;Eco;1121;3;4;0;satisfecho
24616;F;22;NO;Negocios;Eco;666;2;1;115;neutral o insatisfecho
102882;F;20;SI;Vacaciones;Eco;472;4;3;3;neutral o insatisfecho
19426;M;28;SI;Negocios;Business;645;5;3;11;satisfecho
122864;M;29;SI;Negocios;Business;2947;3;1;43;neutral o insatisfecho
99203;F;23;SI;Vacaciones;Eco;691;1;5;1;neutral o insatisfecho
85358;F;35;SI;Vacaciones;Eco Plus;689;1;5;0;neutral o insatisfecho
15043;M;24;NO;Negocios;Eco;576;3;2;54;neutral o insatisfecho
83251;F;34;NO;Negocios;Business;1956;2;3;0;neutral o insatisfecho
49120;F;34;SI;Negocios;Business;1840;1;5;0;satisfecho
125682;M;41;SI;Negocios;Eco;759;3;1;0;neutral o insatisfecho
57078;M;25;NO;Negocios;Business;1222;5;5;24;satisfecho
25003;F;55;SI;Vacaciones;Eco;484;5;5;0;neutral o insatisfecho
101926;F;58;SI;Negocios;Business;628;5;4;77;satisfecho
20100;F;20;NO;Negocios;Eco;466;5;5;51;satisfecho
62157;F;52;SI;Negocios;Business;2454;4;5;13;satisfecho
46391;F;31;SI;Vacaciones;Eco;1013;3;3;0;neutral o insatisfecho
60986;M;34;SI;Negocios;Business;1805;4;4;3;satisfecho
73329;F;51;SI;Negocios;Business;1197;5;5;0;satisfecho
87213;M;66;SI;Vacaciones;Eco;946;3;2;0;neutral o insatisfecho
30634;M;48;SI;Negocios;Business;3158;4;3;1;neutral o insatisfecho
33004;F;42;SI;Vacaciones;Eco;163;5;5;0;neutral o insatisfecho
70953;F;24;NO;Negocios;Business;612;5;5;0;satisfecho
23661;M;36;SI;Negocios;Eco;196;4;2;52;satisfecho
70704;M;36;SI;Negocios;Business;675;5;4;0;satisfecho
33291;F;27;SI;Vacaciones;Eco Plus;102;3;2;0;satisfecho
2683;M;21;SI;Vacaciones;Eco;539;4;5;0;neutral o insatisfecho
80612;M;41;SI;Negocios;Business;236;4;3;0;satisfecho
47763;M;43;SI;Negocios;Business;2294;3;4;0;satisfecho
43469;M;29;NO;Negocios;Eco;679;2;4;0;neutral o insatisfecho
22996;F;45;SI;Vacaciones;Eco;489;4;5;0;neutral o insatisfecho
74282;F;22;SI;Negocios;Business;2311;4;4;0;satisfecho
114252;M;39;SI;Negocios;Business;3010;2;4;20;satisfecho
94748;M;57;SI;Negocios;Business;239;4;1;14;neutral o insatisfecho
5187;F;46;SI;Negocios;Business;3052;4;5;0;satisfecho
94817;F;22;SI;Negocios;Business;3889;2;5;0;satisfecho
30372;M;25;SI;Negocios;Business;641;5;2;16;satisfecho
5691;M;35;SI;Negocios;Eco;196;1;2;0;neutral o insatisfecho
24489;F;67;SI;Negocios;Business;2709;3;5;0;satisfecho
56640;F;30;NO;Negocios;Business;937;3;5;0;satisfecho
70255;F;85;SI;Negocios;Business;992;5;4;0;satisfecho
89814;F;47;SI;Negocios;Business;1981;4;2;12;satisfecho
75680;M;25;NO;Negocios;Business;868;4;2;8;neutral o insatisfecho
51720;M;66;SI;Vacaciones;Eco;451;3;1;13;neutral o insatisfecho
59251;M;49;SI;Negocios;Business;2301;2;3;31;neutral o insatisfecho
118360;M;49;SI;Vacaciones;Eco;639;5;5;20;neutral o insatisfecho
115187;F;25;SI;Negocios;Business;2386;5;4;13;satisfecho
45965;M;25;SI;Negocios;Business;872;4;4;2;satisfecho
129115;F;36;SI;Vacaciones;Eco Plus;2583;5;4;0;neutral o insatisfecho
11787;M;59;SI;Vacaciones;Eco;429;1;5;53;neutral o insatisfecho
7846;F;44;SI;Negocios;Business;3830;5;5;0;satisfecho
83196;M;39;SI;Negocios;Business;2711;5;5;5;satisfecho
30009;M;49;SI;Negocios;Business;3029;3;5;0;satisfecho
66928;M;48;SI;Negocios;Business;3018;4;4;0;satisfecho
20646;F;59;SI;Negocios;Business;552;4;4;7;satisfecho
108714;M;61;SI;Negocios;Business;321;5;5;13;satisfecho
124432;F;29;SI;Vacaciones;Eco;1262;4;3;0;neutral o insatisfecho
114008;M;34;SI;Vacaciones;Eco;1750;5;4;2;satisfecho
104264;M;40;SI;Negocios;Business;456;5;2;0;satisfecho
67388;M;20;NO;Negocios;Business;769;5;3;21;satisfecho
79746;M;30;SI;Negocios;Eco Plus;762;2;3;11;neutral o insatisfecho
90799;M;38;SI;Negocios;Business;3248;5;4;0;satisfecho
68987;M;66;SI;Vacaciones;Eco;2239;1;4;0;satisfecho
115683;M;23;SI;Negocios;Eco;337;3;3;17;neutral o insatisfecho
76689;M;61;SI;Vacaciones;Eco;516;2;2;1;neutral o insatisfecho
44898;M;52;SI;Negocios;Eco;536;5;2;0;satisfecho
127344;M;59;SI;Negocios;Business;3000;5;4;11;satisfecho
117655;F;42;SI;Negocios;Business;1449;4;3;0;satisfecho
1541;M;53;SI;Negocios;Business;987;4;3;0;neutral o insatisfecho
74576;M;50;SI;Negocios;Eco;1464;2;4;0;neutral o insatisfecho
84831;M;38;SI;Negocios;Eco;481;3;2;5;neutral o insatisfecho
74255;F;18;SI;Vacaciones;Eco;1709;2;4;0;neutral o insatisfecho
116607;M;40;SI;Negocios;Business;358;5;5;84;satisfecho
41589;M;62;SI;Vacaciones;Eco;1464;5;4;0;neutral o insatisfecho
55573;M;47;SI;Negocios;Business;1091;5;4;0;satisfecho
99877;F;22;SI;Negocios;Business;1436;5;2;1;satisfecho
18745;M;49;SI;Negocios;Eco;1167;4;2;0;satisfecho
93598;F;57;SI;Negocios;Business;577;4;5;0;satisfecho
72372;M;54;SI;Negocios;Business;1580;4;4;0;satisfecho
55203;M;24;SI;Vacaciones;Eco Plus;1379;4;5;0;satisfecho
20777;M;41;SI;Negocios;Business;3225;4;4;0;satisfecho
29783;M;42;SI;Negocios;Business;234;3;3;0;neutral o insatisfecho
7834;M;27;SI;Vacaciones;Eco;650;1;2;0;neutral o insatisfecho
44788;M;66;SI;Vacaciones;Eco;1250;5;4;0;neutral o insatisfecho
8127;F;51;SI;Negocios;Business;1812;5;2;0;satisfecho
19685;M;52;SI;Negocios;Eco;409;4;4;69;neutral o insatisfecho
33702;F;24;SI;Negocios;Business;1833;1;3;9;neutral o insatisfecho
72957;M;37;NO;Negocios;Business;1096;1;3;0;neutral o insatisfecho
109724;F;23;NO;Negocios;Eco;587;3;3;0;neutral o insatisfecho
53135;M;38;SI;Negocios;Business;2480;2;4;12;satisfecho
97354;F;37;NO;Negocios;Eco;347;3;1;0;neutral o insatisfecho
68531;M;25;SI;Negocios;Business;1013;4;3;0;satisfecho
10959;F;43;SI;Negocios;Eco;458;4;4;0;satisfecho
35580;M;21;SI;Negocios;Eco Plus;944;5;1;38;satisfecho
287;M;55;SI;Negocios;Business;3433;5;5;0;satisfecho
126831;F;66;SI;Negocios;Eco;2125;1;1;0;neutral o insatisfecho
41657;M;69;SI;Negocios;Business;1865;5;4;0;satisfecho
78529;M;66;SI;Vacaciones;Eco;666;1;2;0;neutral o insatisfecho
